Date,1990_gro,1990_bench,1995_gro,1995_bench,2000_gro,2000_bench,2005_gro,2005_bench,2010_gro,2010_bench,2015_gro,2015_bench,2020_gro,2020_bench
2003-03-21,6536957.435442311,2442776.6742853504,2882492.79824768,2205207.9711866025,1609368.7654781525,660415.1741736579,,,,,,,,
2003-03-24,,,,,1609368.7654781525,660415.1741736579,,,,,,,,
2003-03-28,6413926.981406137,2397410.814862187,2805077.6421359526,2132413.609717982,1640304.6478696042,664582.9144040805,,,,,,,,
2003-03-31,,,,,1640304.6478696042,664582.9144040805,,,,,,,,
2003-04-04,6673946.203215023,2487153.315309224,2911946.992408612,2169549.354647354,1646425.9941503392,663143.3151265759,,,,,,,,
2003-04-07,,,,,1646425.9941503392,663143.3151265759,,,,,,,,
2003-04-11,6755966.35033135,2502133.918675517,2906094.818673512,2143234.5540474956,1666609.527826955,678677.8084538339,,,,,,,,
2003-04-14,,,,,1666609.527826955,678677.8084538339,,,,,,,,
2003-04-18,6753785.928462922,2521297.9118158547,2951351.089353485,2202502.8426725604,1668740.211039431,692318.1154658147,,,,,,,,
2003-04-21,,,,,1668740.211039431,692318.1154658147,,,,,,,,
2003-04-25,6950717.566141767,2585827.7643793565,2995442.571621962,2218979.730109611,1680409.986143652,696410.2827004574,,,,,,,,
2003-04-28,,,,,1680409.986143652,696410.2827004574,,,,,,,,
2003-05-02,6966147.679726269,2618926.3840539516,3035530.9116046173,2292264.746614896,1718766.3090989941,700578.4206834893,,,,,,,,
2003-05-05,,,,,1718766.3090989941,700578.4206834893,,,,,,,,
2003-05-09,7125919.952706162,2671386.875052348,3107541.5757415085,2305052.6138245105,1732784.5633129783,720735.5948368176,,,,,,,,
2003-05-12,,,,,1732784.5633129783,720735.5948368176,,,,,,,,
2003-05-16,6933147.5438457485,2602589.0988787967,3026885.5988096315,2333088.794649465,1703173.214829078,709065.6216674407,,,,,,,,
2003-05-19,,,,,1703173.214829078,709065.6216674407,,,,,,,,
2003-05-23,7004758.463652265,2637779.3271813975,3026284.4590918957,2305791.249731797,1710960.1388742556,723084.6775530083,,,,,,,,
2003-05-26,,,,,1710960.1388742556,723084.6775530083,,,,,,,,
2003-05-30,7235356.8525099605,2733259.777394807,3141357.478762375,2384241.6977324025,1800092.0308214382,755139.6045366778,,,,,,,,
2003-06-02,,,,,1800092.0308214382,755139.6045366778,,,,,,,,
2003-06-06,7288817.581873942,2758500.7182356995,3169415.3070232533,2441049.683376189,1810088.6764172874,762414.1462041364,,,,,,,,
2003-06-09,,,,,1810088.6764172874,762414.1462041364,,,,,,,,
2003-06-13,7496564.729273737,2856892.4102502973,3264958.0525031746,2448426.5764354784,1784681.1104503907,757942.8765380321,,,,,,,,
2003-06-16,,,,,1784681.1104503907,757942.8765380321,,,,,,,,
2003-06-20,7268743.399238863,2774640.2977454225,3181193.037658638,2454309.27359533,1793039.8925356427,751402.4094085286,,,,,,,,
2003-06-23,,,,,1793039.8925356427,751402.4094085286,,,,,,,,
2003-06-27,7222648.34448863,2754458.793248438,3159509.3551419326,2410376.930923344,1790411.0808780568,750946.3197497871,,,,,,,,
2003-06-30,,,,,1790411.0808780568,750946.3197497871,,,,,,,,
2003-07-04,7355056.580723755,2839028.6855221405,3248521.8944557225,2437032.651436138,1807502.304153132,755205.1895224892,,,,,,,,
2003-07-07,,,,,1807502.304153132,755205.1895224892,,,,,,,,
2003-07-11,7410817.478888237,2837445.8325724564,3282020.633596832,2474054.5173537848,1822664.927065005,749121.0772201335,,,,,,,,
2003-07-14,,,,,1822664.927065005,749121.0772201335,,,,,,,,
2003-07-18,7244403.433084372,2766612.86116758,3225259.501389597,2456038.111891723,1836493.9555067935,749044.9738875412,,,,,,,,
2003-07-21,,,,,1836493.9555067935,749044.9738875412,,,,,,,,
2003-07-25,7367590.600488219,2816699.1590004684,3288149.545126474,2473809.8352454687,1870275.8248505185,755889.3240106014,,,,,,,,
2003-07-28,,,,,1870275.8248505185,755889.3240106014,,,,,,,,
2003-08-01,7357812.8101259675,2777975.588870896,3243859.191174259,2431357.9197259103,1840441.4103015547,745318.1203272355,,,,,,,,
2003-08-04,,,,,1840441.4103015547,745318.1203272355,,,,,,,,
2003-08-08,7460371.403035083,2771672.4700295203,3244796.4281608523,2425679.7458289303,1909139.7667595479,755281.0276866753,,,,,,,,
2003-08-11,,,,,1909139.7667595479,755281.0276866753,,,,,,,,
2003-08-15,7572891.416685129,2825800.5203316384,3329644.3060077187,2458752.562994886,1956293.19949944,766384.9546981875,,,,,,,,
2003-08-18,,,,,1956293.19949944,766384.9546981875,,,,,,,,
2003-08-22,7470784.768403795,2808756.601294696,3307187.783847981,2462454.3479981967,1969422.3548178328,766308.939755064,,,,,,,,
2003-08-25,,,,,1969422.3548178328,766308.939755064,,,,,,,,
2003-08-29,7500497.057536801,2849176.0236853454,3348997.4064875846,2503673.3869626033,1988150.8816796823,786462.8876927829,,,,,,,,
2003-09-01,,,,,1988150.8816796823,786462.8876927829,,,,,,,,
2003-09-05,7585859.765544161,2915967.0701029613,3419994.469325714,2537980.5149281905,1933233.316941132,777716.5729811955,,,,,,,,
2003-09-08,,,,,1933233.316941132,777716.5729811955,,,,,,,,
2003-09-12,7537828.874621177,2868396.4302223646,3371712.2324113213,2528601.4165745885,1979918.8527600132,795513.2621768647,,,,,,,,
2003-09-15,,,,,1979918.8527600132,795513.2621768647,,,,,,,,
2003-09-19,7552513.469813838,2891037.0067569274,3407745.926040237,2568533.9382402855,1963325.7547542858,765585.7371217649,,,,,,,,
2003-09-22,,,,,1963325.7547542858,765585.7371217649,,,,,,,,
2003-09-26,7446016.260921184,2845134.0986980842,3337130.7313803444,2476367.0931536057,1980007.9704865767,782153.1055860819,,,,,,,,
2003-09-29,,,,,1980007.9704865767,782153.1055860819,,,,,,,,
2003-10-03,7534647.791159846,2923626.870753199,3430816.6909308136,2561597.071387511,2044380.8908700098,796123.9450164471,,,,,,,,
2003-10-06,,,,,2044380.8908700098,796123.9450164471,,,,,,,,
2003-10-10,7630931.087217874,2954718.7606718577,3488266.132401215,2590833.5714179175,2062111.6249648076,804750.8455557554,,,,,,,,
